编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,突变候选标记_e_表面位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,a异常,b异常,c异常,d异常,e异常,异常变量数量,共同异常,异常变量编码
9567,0.0,61.09,1.0,25.697,80.394,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,61.09,61.09,False,False,1.0,1.0,False,False,25.697,25.697,False,False,80.394,80.394,False,False,False,False,False,False,0,False,
9568,0.0,76.28,1.0,28.818,90.781,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,76.28,76.28,False,False,1.0,1.0,False,False,28.818,28.818,False,False,90.781,90.781,False,False,False,False,False,False,0,False,
9569,0.0,74.6,0.0,32.206,90.376,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,74.6,74.6,False,False,0.0,0.0,False,False,32.206,32.206,False,False,90.376,90.376,False,False,False,False,False,False,0,False,
9570,0.4,84.12,3.0,37.079,106.053,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,84.12,84.12,False,False,3.0,3.0,False,False,37.079,37.079,False,False,106.053,106.053,False,False,False,False,False,False,0,False,
9571,1.2,65.32,1.0,26.949,82.586,0,0,0,0,0,0,0,0,False,1.2,1.2,False,False,65.32,65.32,False,False,1.0,1.0,False,False,26.949,26.949,False,False,82.586,82.586,False,False,False,False,False,False,0,False,
9572,2.0,80.54,2.0,34.829,,0,0,0,0,1,0,0,0,False,2.0,2.0,False,False,80.54,80.54,False,False,2.0,2.0,False,False,34.829,34.829,False,True,90.4185,90.4185,True,False,False,False,False,False,0,False,
9573,8.5,66.18,1.0,33.77,98.251,0,0,0,0,0,0,0,0,False,8.5,8.5,False,False,66.18,66.18,False,False,1.0,1.0,False,False,33.77,33.77,False,False,98.251,98.251,False,False,False,False,False,False,0,False,
9574,0.5,72.05,1.0,30.797,90.857,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,72.05,72.05,False,False,1.0,1.0,False,False,30.797,30.797,False,False,90.857,90.857,False,False,False,False,False,False,0,False,
9575,0.0,62.28,1.0,24.734,75.316,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,62.28,62.28,False,False,1.0,1.0,False,False,24.734,24.734,False,False,75.316,75.316,False,False,False,False,False,False,0,False,
9576,0.1,84.32,0.0,35.019,97.059,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,84.32,84.32,False,False,0.0,0.0,False,False,35.019,35.019,False,False,97.059,97.059,False,False,False,False,False,False,0,False,
9577,0.0,76.03,1.0,32.039,91.241,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,76.03,76.03,False,False,1.0,1.0,False,False,32.039,32.039,False,False,91.241,91.241,False,False,False,False,False,False,0,False,
9578,0.0,84.01,2.0,36.19,100.1,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.01,84.01,False,False,2.0,2.0,False,False,36.19,36.19,False,False,100.1,100.1,False,False,False,False,False,False,0,False,
9579,0.0,55.02,2.0,19.036,74.403,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,55.02,55.02,False,False,2.0,2.0,False,False,19.036,19.036,False,False,74.403,74.403,False,False,False,False,False,False,0,False,
9580,0.0,91.35,3.0,36.743,111.785,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,91.35,91.35,False,False,3.0,3.0,False,False,36.743,36.743,False,False,111.785,111.785,False,False,False,False,False,False,0,False,
9581,0.0,,3.0,,,0,1,0,1,1,0,0,0,False,0.0,0.0,False,True,75.365,75.365,True,False,3.0,3.0,False,True,28.994000000000003,28.994000000000003,True,True,92.04350000000001,92.04350000000001,True,False,False,False,False,False,0,False,
9582,0.8,59.38,0.0,21.245,72.302,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,59.38,59.38,False,False,0.0,0.0,False,False,21.245,21.245,False,False,72.302,72.302,False,False,False,False,False,False,0,False,
9583,,96.13,0.0,38.118,106.136,1,0,0,0,0,0,0,0,True,0.55,0.55,True,False,96.13,96.13,False,False,0.0,0.0,False,False,38.118,38.118,False,False,106.136,106.136,False,False,False,False,False,False,0,False,
9584,0.3,80.09,0.0,35.166,95.0,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,80.09,80.09,False,False,0.0,0.0,False,False,35.166,35.166,False,False,95.0,95.0,False,False,False,False,False,False,0,False,
9585,5.1,81.02,1.0,32.951,103.097,0,0,0,0,0,0,0,0,False,5.1,5.1,False,False,81.02,81.02,False,False,1.0,1.0,False,False,32.951,32.951,False,False,103.097,103.097,False,False,False,False,False,False,0,False,
9586,3.1,98.87,0.0,43.121,115.195,0,0,0,0,0,0,0,0,False,3.1,3.1,False,False,98.87,98.87,False,False,0.0,0.0,False,False,43.121,43.121,False,False,115.195,115.195,False,False,False,False,False,False,0,False,
9587,0.5,105.12,1.0,39.866,112.196,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,105.12,105.12,False,False,1.0,1.0,False,False,39.866,39.866,False,False,112.196,112.196,False,False,False,False,False,False,0,False,
9588,0.4,76.5,0.0,32.61,91.105,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,76.5,76.5,False,False,0.0,0.0,False,False,32.61,32.61,False,False,91.105,91.105,False,False,False,False,False,False,0,False,
9589,0.1,74.31,1.0,32.17,90.909,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,74.31,74.31,False,False,1.0,1.0,False,False,32.17,32.17,False,False,90.909,90.909,False,False,False,False,False,False,0,False,
9590,0.0,58.22,2.0,24.373,79.388,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,58.22,58.22,False,False,2.0,2.0,False,False,24.373,24.373,False,False,79.388,79.388,False,False,False,False,False,False,0,False,
9591,7.2,84.83,2.0,,112.605,0,0,0,1,0,0,0,0,False,7.2,7.2,False,False,84.83,84.83,False,False,2.0,2.0,False,True,28.354444444444447,28.354444444444447,True,False,112.605,112.605,False,False,False,False,False,False,0,False,
9592,0.2,57.12,0.0,,70.432,0,0,0,1,0,0,0,0,False,0.2,0.2,False,False,57.12,57.12,False,False,0.0,0.0,False,True,35.748555555555555,35.748555555555555,True,False,70.432,70.432,False,False,False,False,False,False,0,False,
9593,7.8,88.11,1.0,39.73,119.285,0,0,0,0,0,0,0,0,False,7.8,7.8,False,False,88.11,88.11,False,False,1.0,1.0,False,False,39.73,39.73,False,False,119.285,119.285,False,False,False,False,False,False,0,False,
9594,1.2,,0.0,33.344,95.615,0,1,0,0,0,0,0,0,False,1.2,1.2,False,True,85.25992708402856,85.25992708402856,True,False,0.0,0.0,False,False,33.344,33.344,False,False,95.615,95.615,False,False,False,False,False,False,0,False,
9595,0.6,78.8,1.0,32.415,94.636,0,0,0,0,0,0,0,0,False,0.6,0.6,False,False,78.8,78.8,False,False,1.0,1.0,False,False,32.415,32.415,False,False,94.636,94.636,False,False,False,False,False,False,0,False,
9596,0.0,65.89,2.0,28.057,85.728,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,65.89,65.89,False,False,2.0,2.0,False,False,28.057,28.057,False,False,85.728,85.728,False,False,False,False,False,False,0,False,
9597,0.1,87.8,3.0,37.662,107.888,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,87.8,87.8,False,False,3.0,3.0,False,False,37.662,37.662,False,False,107.888,107.888,False,False,False,False,False,False,0,False,
9598,15.6,78.99,1.0,31.971,119.237,0,0,0,0,0,0,0,0,False,15.6,15.6,False,False,78.99,78.99,False,False,1.0,1.0,False,False,31.971,31.971,False,False,119.237,119.237,False,False,False,False,False,False,0,False,
9599,0.0,83.69,1.0,33.874,98.887,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,83.69,83.69,False,False,1.0,1.0,False,False,33.874,33.874,False,False,98.887,98.887,False,False,False,False,False,False,0,False,
9600,0.0,99.38,1.0,42.286,115.302,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,99.38,99.38,False,False,1.0,1.0,False,False,42.286,42.286,False,False,115.302,115.302,False,False,False,False,False,False,0,False,
9601,,95.12,1.0,40.675,106.772,1,0,0,0,0,0,0,0,True,0.35,0.35,True,False,95.12,95.12,False,False,1.0,1.0,False,False,40.675,40.675,False,False,106.772,106.772,False,False,False,False,False,False,0,False,
9602,0.8,78.76,2.0,34.225,95.79,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,78.76,78.76,False,False,2.0,2.0,False,False,34.225,34.225,False,False,95.79,95.79,False,False,False,False,False,False,0,False,
9603,0.3,81.5,0.0,36.996,97.543,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,81.5,81.5,False,False,0.0,0.0,False,False,36.996,36.996,False,False,97.543,97.543,False,False,False,False,False,False,0,False,
9604,0.4,69.15,0.0,,87.299,0,0,0,1,0,0,0,0,False,0.4,0.4,False,False,69.15,69.15,False,False,0.0,0.0,False,True,35.611000000000004,35.611000000000004,True,False,87.299,87.299,False,False,False,False,False,False,0,False,
9605,0.1,83.51,1.0,34.226,99.398,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,83.51,83.51,False,False,1.0,1.0,False,False,34.226,34.226,False,False,99.398,99.398,False,False,False,False,False,False,0,False,
9606,8.7,86.51,1.0,38.576,120.087,0,0,0,0,0,0,0,0,False,8.7,8.7,False,False,86.51,86.51,False,False,1.0,1.0,False,False,38.576,38.576,False,False,120.087,120.087,False,False,False,False,False,False,0,False,
9607,8.9,93.54,2.0,39.721,121.473,0,0,0,0,0,0,0,0,False,8.9,8.9,False,False,93.54,93.54,False,False,2.0,2.0,False,False,39.721,39.721,False,False,121.473,121.473,False,False,False,False,False,False,0,False,
9608,0.0,71.57,3.0,32.271,94.993,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.57,71.57,False,False,3.0,3.0,False,False,32.271,32.271,False,False,94.993,94.993,False,False,False,False,False,False,0,False,
9609,0.0,77.23,3.0,,100.314,0,0,0,1,0,0,0,0,False,0.0,0.0,False,False,77.23,77.23,False,False,3.0,3.0,False,True,30.098943487296374,30.098943487296374,True,False,100.314,100.314,False,False,False,False,False,False,0,False,
9610,0.0,,1.0,29.274,88.656,0,1,0,0,0,0,0,0,False,0.0,0.0,False,True,74.62,74.62,True,False,1.0,1.0,False,False,29.274,29.274,False,False,88.656,88.656,False,False,False,False,False,False,0,False,
9611,0.0,72.01,0.0,30.332,87.273,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,72.01,72.01,False,False,0.0,0.0,False,False,30.332,30.332,False,False,87.273,87.273,False,False,False,False,False,False,0,False,
9612,0.0,75.1,0.0,30.072,86.129,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,75.1,75.1,False,False,0.0,0.0,False,False,30.072,30.072,False,False,86.129,86.129,False,False,False,False,False,False,0,False,
9613,1.3,69.13,1.0,29.166,88.021,0,0,0,0,0,0,0,0,False,1.3,1.3,False,False,69.13,69.13,False,False,1.0,1.0,False,False,29.166,29.166,False,False,88.021,88.021,False,False,False,False,False,False,0,False,
9614,,87.95,1.0,36.597,104.15,1,0,0,0,0,0,1,0,True,0.65,0.65,True,False,87.95,87.95,False,False,1.0,1.0,False,False,36.597,36.597,False,False,104.15,104.15,False,False,False,False,True,False,1,False,d
9615,0.0,88.99,1.0,35.952,106.016,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,88.99,88.99,False,False,1.0,1.0,False,False,35.952,35.952,False,False,106.016,106.016,False,False,False,False,False,False,0,False,
9616,6.1,82.46,0.0,36.068,107.055,0,0,0,0,0,0,0,0,False,6.1,6.1,False,False,82.46,82.46,False,False,0.0,0.0,False,False,36.068,36.068,False,False,107.055,107.055,False,False,False,False,False,False,0,False,
9617,9.2,81.19,2.0,35.441,115.39,0,0,0,0,0,0,0,0,False,9.2,9.2,False,False,81.19,81.19,False,False,2.0,2.0,False,False,35.441,35.441,False,False,115.39,115.39,False,False,False,False,False,False,0,False,
9618,0.0,91.25,,39.59,104.863,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,91.25,91.25,False,True,1.0,1.0,True,False,39.59,39.59,False,False,104.863,104.863,False,False,False,False,False,False,0,False,
9619,0.1,68.72,,30.121,91.691,0,0,1,0,0,0,0,0,False,0.1,0.1,False,False,68.72,68.72,False,True,1.0,1.0,True,False,30.121,30.121,False,False,91.691,91.691,False,False,False,False,False,False,0,False,
9620,0.0,73.27,3.0,32.165,95.997,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,73.27,73.27,False,False,3.0,3.0,False,False,32.165,32.165,False,False,95.997,95.997,False,False,False,False,False,False,0,False,
9621,0.9,82.53,1.0,34.211,98.617,0,0,0,0,0,0,0,0,False,0.9,0.9,False,False,82.53,82.53,False,False,1.0,1.0,False,False,34.211,34.211,False,False,98.617,98.617,False,False,False,False,False,False,0,False,
9622,0.0,60.89,0.0,28.414,77.205,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,60.89,60.89,False,False,0.0,0.0,False,False,28.414,28.414,False,False,77.205,77.205,False,False,False,False,False,False,0,False,
9623,0.0,71.42,2.0,30.78,90.085,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.42,71.42,False,False,2.0,2.0,False,False,30.78,30.78,False,False,90.085,90.085,False,False,False,False,False,False,0,False,
9624,0.0,54.29,2.0,18.719,72.926,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,54.29,54.29,False,False,2.0,2.0,False,False,18.719,18.719,False,False,72.926,72.926,False,False,False,False,False,False,0,False,
9625,1.6,91.11,2.0,38.779,,0,0,0,0,1,0,0,0,False,1.6,1.6,False,False,91.11,91.11,False,False,2.0,2.0,False,False,38.779,38.779,False,True,77.78461591230798,77.78461591230798,True,False,False,False,False,False,0,False,
9626,0.8,83.98,2.0,33.313,,0,0,0,0,1,0,0,0,False,0.8,0.8,False,False,83.98,83.98,False,False,2.0,2.0,False,False,33.313,33.313,False,True,87.75478738017154,87.75478738017154,True,False,False,False,False,False,0,False,
9627,0.7,82.52,1.0,30.729,95.928,0,0,0,0,0,0,0,0,False,0.7,0.7,False,False,82.52,82.52,False,False,1.0,1.0,False,False,30.729,30.729,False,False,95.928,95.928,False,False,False,False,False,False,0,False,
9628,0.0,87.69,0.0,,99.902,0,0,0,1,0,0,0,0,False,0.0,0.0,False,False,87.69,87.69,False,False,0.0,0.0,False,True,33.02240740740741,33.02240740740741,True,False,99.902,99.902,False,False,False,False,False,False,0,False,
9629,6.7,61.08,0.0,,84.378,0,0,0,1,0,0,0,0,False,6.7,6.7,False,False,61.08,61.08,False,False,0.0,0.0,False,True,37.281592592592595,37.281592592592595,True,False,84.378,84.378,False,False,False,False,False,False,0,False,
9630,0.0,94.72,3.0,39.575,117.082,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,94.72,94.72,False,False,3.0,3.0,False,False,39.575,39.575,False,False,117.082,117.082,False,False,False,False,False,False,0,False,
9631,0.5,85.52,2.0,35.677,103.649,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,85.52,85.52,False,False,2.0,2.0,False,False,35.677,35.677,False,False,103.649,103.649,False,False,False,False,False,False,0,False,
9632,0.3,85.71,2.0,33.901,101.548,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,85.71,85.71,False,False,2.0,2.0,False,False,33.901,33.901,False,False,101.548,101.548,False,False,False,False,False,False,0,False,
9633,4.7,78.36,0.0,30.779,98.337,0,0,0,0,0,0,0,0,False,4.7,4.7,False,False,78.36,78.36,False,False,0.0,0.0,False,False,30.779,30.779,False,False,98.337,98.337,False,False,False,False,False,False,0,False,
9634,0.0,74.05,1.0,29.834,90.075,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,74.05,74.05,False,False,1.0,1.0,False,False,29.834,29.834,False,False,90.075,90.075,False,False,False,False,False,False,0,False,
9635,0.0,89.11,1.0,33.239,103.286,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,89.11,89.11,False,False,1.0,1.0,False,False,33.239,33.239,False,False,103.286,103.286,False,False,False,False,False,False,0,False,
9636,0.0,70.75,1.0,,87.681,0,0,0,1,0,0,0,0,False,0.0,0.0,False,False,70.75,70.75,False,False,1.0,1.0,False,True,36.770723653022145,36.770723653022145,True,False,87.681,87.681,False,False,False,False,False,False,0,False,
9637,0.0,86.48,3.0,38.76,113.109,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,86.48,86.48,False,False,3.0,3.0,False,False,38.76,38.76,False,False,113.109,113.109,False,False,False,False,False,False,0,False,
9638,,85.07,2.0,37.005,105.624,1,0,0,0,0,0,0,0,True,0.0,0.0,True,False,85.07,85.07,False,False,2.0,2.0,False,False,37.005,37.005,False,False,105.624,105.624,False,False,False,False,False,False,0,False,
9639,3.5,85.98,1.0,37.678,107.766,0,0,0,0,0,0,0,0,False,3.5,3.5,False,False,85.98,85.98,False,False,1.0,1.0,False,False,37.678,37.678,False,False,107.766,107.766,False,False,False,False,False,False,0,False,
9640,0.0,62.88,0.0,24.212,74.364,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,62.88,62.88,False,False,0.0,0.0,False,False,24.212,24.212,False,False,74.364,74.364,False,False,False,False,False,False,0,False,
9641,0.0,78.16,1.0,30.485,91.209,0,0,0,0,0,1,0,0,False,0.0,0.0,False,False,78.16,78.16,False,False,1.0,1.0,False,False,30.485,30.485,False,False,91.209,91.209,False,False,True,False,False,False,1,False,b
9642,0.0,67.42,2.0,30.399,85.522,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,67.42,67.42,False,False,2.0,2.0,False,False,30.399,30.399,False,False,85.522,85.522,False,False,False,False,False,False,0,False,
9643,20.7,98.45,1.0,48.989,148.271,0,0,0,0,0,0,0,0,False,20.7,20.7,False,False,98.45,98.45,False,False,1.0,1.0,False,False,48.989,48.989,False,False,148.271,148.271,False,False,False,False,False,False,0,False,
9644,0.0,87.03,0.0,30.395,97.608,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,87.03,87.03,False,False,0.0,0.0,False,False,30.395,30.395,False,False,97.608,97.608,False,False,False,False,False,False,0,False,
9645,0.0,77.2,3.0,30.682,99.835,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.2,77.2,False,False,3.0,3.0,False,False,30.682,30.682,False,False,99.835,99.835,False,False,False,False,False,False,0,False,
9646,9.2,57.75,2.0,24.597,94.925,0,0,0,0,0,0,0,0,False,9.2,9.2,False,False,57.75,57.75,False,False,2.0,2.0,False,False,24.597,24.597,False,False,94.925,94.925,False,False,False,False,False,False,0,False,
9647,0.5,,4.0,33.92,110.876,0,1,0,0,0,0,0,0,False,0.5,0.5,False,True,56.47676784624772,56.47676784624772,True,False,4.0,4.0,False,False,33.92,33.92,False,False,110.876,110.876,False,False,False,False,False,False,0,False,
9648,0.6,56.09,3.0,24.776,81.49,0,0,0,0,0,0,0,0,False,0.6,0.6,False,False,56.09,56.09,False,False,3.0,3.0,False,False,24.776,24.776,False,False,81.49,81.49,False,False,False,False,False,False,0,False,
9649,0.0,70.76,0.0,30.49,84.832,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,70.76,70.76,False,False,0.0,0.0,False,False,30.49,30.49,False,False,84.832,84.832,False,False,False,False,False,False,0,False,
9650,0.5,75.23,0.0,31.196,90.325,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,75.23,75.23,False,False,0.0,0.0,False,False,31.196,31.196,False,False,90.325,90.325,False,False,False,False,False,False,0,False,
9651,0.0,61.97,2.0,22.834,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,61.97,61.97,False,False,2.0,2.0,False,False,22.834,22.834,False,True,78.337,78.337,True,False,False,False,False,False,0,False,
9652,0.0,53.14,0.0,19.446,66.349,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,53.14,53.14,False,False,0.0,0.0,False,False,19.446,19.446,False,False,66.349,66.349,False,False,False,False,False,False,0,False,
9653,0.0,91.74,0.0,37.97,104.848,0,0,0,0,0,0,0,1,False,0.0,0.0,False,False,91.74,91.74,False,False,0.0,0.0,False,False,37.97,37.97,False,False,104.848,104.848,False,False,False,False,False,True,1,False,e
9654,,71.34,2.0,32.578,93.863,1,0,0,0,0,0,0,0,True,0.0,0.0,True,False,71.34,71.34,False,False,2.0,2.0,False,False,32.578,32.578,False,False,93.863,93.863,False,False,False,False,False,False,0,False,
9655,0.0,85.05,1.0,32.496,98.508,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,85.05,85.05,False,False,1.0,1.0,False,False,32.496,32.496,False,False,98.508,98.508,False,False,False,False,False,False,0,False,
9656,0.0,84.98,1.0,35.26,102.075,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,84.98,84.98,False,False,1.0,1.0,False,False,35.26,35.26,False,False,102.075,102.075,False,False,False,False,False,False,0,False,
9657,0.5,77.63,4.0,,102.519,0,0,0,1,0,0,0,0,False,0.5,0.5,False,False,77.63,77.63,False,False,4.0,4.0,False,True,28.436499999999995,28.436499999999995,True,False,102.519,102.519,False,False,False,False,False,False,0,False,
9658,0.9,54.69,3.0,21.613,74.711,0,0,0,0,0,0,0,0,False,0.9,0.9,False,False,54.69,54.69,False,False,3.0,3.0,False,False,21.613,21.613,False,False,74.711,74.711,False,False,False,False,False,False,0,False,
9659,0.0,86.63,1.0,36.838,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,86.63,86.63,False,False,1.0,1.0,False,False,36.838,36.838,False,True,91.24600000000001,91.24600000000001,True,False,False,False,False,False,0,False,
9660,0.2,85.19,4.0,35.272,107.781,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,85.19,85.19,False,False,4.0,4.0,False,False,35.272,35.272,False,False,107.781,107.781,False,False,False,False,False,False,0,False,
9661,0.7,81.24,0.0,29.852,91.883,0,0,0,0,0,0,0,0,False,0.7,0.7,False,False,81.24,81.24,False,False,0.0,0.0,False,False,29.852,29.852,False,False,91.883,91.883,False,False,False,False,False,False,0,False,
9662,16.6,91.34,2.0,46.217,142.45,0,0,0,0,0,0,0,0,False,16.6,16.6,False,False,91.34,91.34,False,False,2.0,2.0,False,False,46.217,46.217,False,False,142.45,142.45,False,False,False,False,False,False,0,False,
9663,0.6,,1.0,32.328,99.204,0,1,0,0,0,0,0,0,False,0.6,0.6,False,True,86.7303755733945,86.7303755733945,True,False,1.0,1.0,False,False,32.328,32.328,False,False,99.204,99.204,False,False,False,False,False,False,0,False,
9664,0.0,80.7,1.0,32.251,91.62,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,80.7,80.7,False,False,1.0,1.0,False,False,32.251,32.251,False,False,91.62,91.62,False,False,False,False,False,False,0,False,
9665,6.0,78.63,4.0,30.049,110.916,0,0,0,0,0,0,0,0,False,6.0,6.0,False,False,78.63,78.63,False,False,4.0,4.0,False,False,30.049,30.049,False,False,110.916,110.916,False,False,False,False,False,False,0,False,
9666,0.3,60.06,2.0,,81.59,0,0,0,1,0,0,0,0,False,0.3,0.3,False,False,60.06,60.06,False,False,2.0,2.0,False,True,30.309858411214954,30.309858411214954,True,False,81.59,81.59,False,False,False,False,False,False,0,False,
9667,0.0,77.7,5.0,31.0,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,77.7,77.7,False,False,5.0,5.0,False,False,31.0,31.0,False,True,93.44049999999999,93.44049999999999,True,False,False,False,False,False,0,False,
9668,0.0,82.71,3.0,33.415,105.291,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,82.71,82.71,False,False,3.0,3.0,False,False,33.415,33.415,False,False,105.291,105.291,False,False,False,False,False,False,0,False,
9669,0.2,,0.0,29.523,85.422,0,1,0,0,0,0,0,0,False,0.2,0.2,False,True,81.86,81.86,True,False,0.0,0.0,False,False,29.523,29.523,False,False,85.422,85.422,False,False,False,False,False,False,0,False,
9670,,81.01,1.0,32.976,94.157,1,0,0,0,0,0,0,0,True,0.0,0.0,True,False,81.01,81.01,False,False,1.0,1.0,False,False,32.976,32.976,False,False,94.157,94.157,False,False,False,False,False,False,0,False,
9671,0.0,89.35,0.0,35.187,102.732,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,89.35,89.35,False,False,0.0,0.0,False,False,35.187,35.187,False,False,102.732,102.732,False,False,False,False,False,False,0,False,
9672,0.2,81.57,3.0,32.326,103.162,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,81.57,81.57,False,False,3.0,3.0,False,False,32.326,32.326,False,False,103.162,103.162,False,False,False,False,False,False,0,False,
9673,0.0,84.95,1.0,,99.644,0,0,0,1,0,0,0,0,False,0.0,0.0,False,False,84.95,84.95,False,False,1.0,1.0,False,True,34.5945,34.5945,True,False,99.644,99.644,False,False,False,False,False,False,0,False,
9674,0.0,97.57,1.0,36.863,108.017,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,97.57,97.57,False,False,1.0,1.0,False,False,36.863,36.863,False,False,108.017,108.017,False,False,False,False,False,False,0,False,
9675,0.0,64.83,0.0,31.283,82.91,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,64.83,64.83,False,False,0.0,0.0,False,False,31.283,31.283,False,False,82.91,82.91,False,False,False,False,False,False,0,False,
9676,0.8,76.38,4.0,28.557,92.925,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,76.38,76.38,False,False,4.0,4.0,False,False,28.557,28.557,False,False,92.925,92.925,False,False,False,False,False,False,0,False,
9677,0.0,70.12,2.0,26.046,88.305,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,70.12,70.12,False,False,2.0,2.0,False,False,26.046,26.046,False,False,88.305,88.305,False,False,False,False,False,False,0,False,
9678,0.0,90.05,2.0,39.219,111.324,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,90.05,90.05,False,False,2.0,2.0,False,False,39.219,39.219,False,False,111.324,111.324,False,False,False,False,False,False,0,False,
9679,0.0,71.96,0.0,28.773,86.736,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,71.96,71.96,False,False,0.0,0.0,False,False,28.773,28.773,False,False,86.736,86.736,False,False,False,False,False,False,0,False,
9680,2.4,70.33,2.0,27.142,90.669,0,0,0,0,0,0,0,0,False,2.4,2.4,False,False,70.33,70.33,False,False,2.0,2.0,False,False,27.142,27.142,False,False,90.669,90.669,False,False,False,False,False,False,0,False,
9681,0.6,60.25,0.0,24.375,,0,0,0,0,1,0,0,0,False,0.6,0.6,False,False,60.25,60.25,False,False,0.0,0.0,False,False,24.375,24.375,False,True,87.4025,87.4025,True,False,False,False,False,False,0,False,
9682,0.8,69.6,1.0,28.808,84.136,0,0,0,0,0,0,0,0,False,0.8,0.8,False,False,69.6,69.6,False,False,1.0,1.0,False,False,28.808,28.808,False,False,84.136,84.136,False,False,False,False,False,False,0,False,
9683,,70.7,0.0,30.453,85.691,1,0,0,0,0,0,0,0,True,0.7,0.7,True,False,70.7,70.7,False,False,0.0,0.0,False,False,30.453,30.453,False,False,85.691,85.691,False,False,False,False,False,False,0,False,
9684,8.0,98.38,2.0,,132.338,0,0,0,1,0,0,0,0,False,8.0,8.0,False,False,98.38,98.38,False,False,2.0,2.0,False,True,28.1025,28.1025,True,False,132.338,132.338,False,False,False,False,False,False,0,False,
9685,0.0,64.62,1.0,25.752,81.401,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,64.62,64.62,False,False,1.0,1.0,False,False,25.752,25.752,False,False,81.401,81.401,False,False,False,False,False,False,0,False,
