编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,e_表面位移估计值_mm
3833,10.5,79.08,3.0,36.384,,0,0,0,0,1,0,0,False,10.5,10.5,False,False,79.08,79.08,False,False,3.0,3.0,False,False,36.384,36.384,False,True,,,True,116.94451248597986
3834,0.0,81.71,1.0,32.13,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,81.71,81.71,False,False,1.0,1.0,False,False,32.13,32.13,False,True,,,True,95.76010582549826
3835,16.8,87.16,3.0,38.154,,0,0,0,0,1,0,0,False,16.8,16.8,False,False,87.16,87.16,False,False,3.0,3.0,False,False,38.154,38.154,False,True,,,True,131.17918677002447
3836,3.7,85.78,0.0,35.104,,0,0,0,0,1,0,0,False,3.7,3.7,False,False,85.78,85.78,False,False,0.0,0.0,False,False,35.104,35.104,False,True,,,True,103.48999375330348
3837,0.0,86.31,5.0,38.31,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,86.31,86.31,False,False,5.0,5.0,False,False,38.31,38.31,False,True,,,True,113.04057332892545
3838,0.6,85.74,2.0,33.93,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,85.74,85.74,False,False,2.0,2.0,False,False,33.93,33.93,False,True,,,True,102.60115201324936
3839,0.0,85.24,1.0,41.391,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,85.24,85.24,False,False,1.0,1.0,False,False,41.391,41.391,False,True,,,True,106.74090975522577
3840,0.0,84.05,2.0,35.348,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,84.05,84.05,False,False,2.0,2.0,False,False,35.348,35.348,False,True,,,True,102.34643866524688
3841,0.0,82.64,2.0,33.412,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,82.64,82.64,False,False,2.0,2.0,False,False,33.412,33.412,False,True,,,True,99.70712273812092
3842,0.0,82.02,1.0,33.076,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,82.02,82.02,False,False,1.0,1.0,False,False,33.076,33.076,False,True,,,True,96.8559047035159
3843,3.2,82.24,2.0,30.457,,0,0,0,0,1,0,0,False,3.2,3.2,False,False,82.24,82.24,False,False,2.0,2.0,False,False,30.457,30.457,False,True,,,True,100.81506758687968
3844,0.0,82.23,,33.974,,0,0,1,0,1,0,0,False,0.0,0.0,False,False,82.23,82.23,False,True,2.0,2.0,True,False,33.974,33.974,False,True,,,True,100.05416862610657
3845,0.4,81.14,1.0,33.471,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,81.14,81.14,False,False,1.0,1.0,False,False,33.471,33.471,False,True,,,True,97.32708774255839
3846,0.0,78.62,2.0,31.366,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,78.62,78.62,False,False,2.0,2.0,False,False,31.366,31.366,False,True,,,True,95.62367539866419
3847,12.5,83.49,0.0,35.402,,0,0,0,0,1,0,0,False,12.5,12.5,False,False,83.49,83.49,False,False,0.0,0.0,False,False,35.402,35.402,False,True,,,True,114.27413533802233
3848,0.0,81.88,0.0,37.552,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,81.88,81.88,False,False,0.0,0.0,False,False,37.552,37.552,False,True,,,True,99.01755836504321
3849,0.0,81.46,2.0,35.767,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,81.46,81.46,False,False,2.0,2.0,False,False,35.767,35.767,False,True,,,True,101.43662718070617
3850,0.0,80.33,2.0,31.755,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.33,80.33,False,False,2.0,2.0,False,False,31.755,31.755,False,True,,,True,96.88381917407136
3851,0.1,81.64,0.0,34.445,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,81.64,81.64,False,False,0.0,0.0,False,False,34.445,34.445,False,True,,,True,95.94913459167792
3852,0.0,78.34,1.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,78.34,78.34,False,False,1.0,1.0,False,True,32.5135,32.5135,True,True,,,True,94.41611278493744
3853,0.0,79.21,0.0,30.582,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,79.21,79.21,False,False,0.0,0.0,False,False,30.582,30.582,False,True,,,True,90.74642061328134
3854,0.4,77.2,0.0,31.282,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,77.2,77.2,False,False,0.0,0.0,False,False,31.282,31.282,False,True,,,True,90.9417175084834
3855,3.1,77.72,5.0,34.005,,0,0,0,0,1,0,0,False,3.1,3.1,False,False,77.72,77.72,False,False,5.0,5.0,False,False,34.005,34.005,False,True,,,True,108.48893029147241
3856,0.0,76.83,2.0,33.031,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.83,76.83,False,False,2.0,2.0,False,False,33.031,33.031,False,True,,,True,96.35753849255826
3857,20.9,88.23,3.0,43.186,,0,0,0,0,1,0,0,False,20.9,20.9,False,False,88.23,88.23,False,False,3.0,3.0,False,False,43.186,43.186,False,True,,,True,142.1445016925494
3858,0.0,86.45,2.0,34.47,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,86.45,86.45,False,False,2.0,2.0,False,False,34.47,34.47,False,True,,,True,102.7043163920595
3859,0.0,86.83,0.0,32.776,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,86.83,86.83,False,False,0.0,0.0,False,False,32.776,32.776,False,True,,,True,96.81808378525346
3860,0.0,85.86,4.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,85.86,85.86,False,False,4.0,4.0,False,True,31.689371559633027,31.689371559633027,True,True,,,True,104.05003601197
3861,0.0,83.19,3.0,31.17,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,83.19,83.19,False,False,3.0,3.0,False,False,31.17,31.17,False,True,,,True,99.96846570155053
3862,0.5,82.56,2.0,36.996,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,82.56,82.56,False,False,2.0,2.0,False,False,36.996,36.996,False,True,,,True,103.87944607987708
3863,0.0,81.06,3.0,38.215,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,81.06,81.06,False,False,3.0,3.0,False,False,38.215,38.215,False,True,,,True,105.85845405682004
3864,0.0,,0.0,,,0,1,0,1,1,0,0,False,0.0,0.0,False,True,80.086875,80.086875,True,False,0.0,0.0,False,True,36.27845671999297,36.27845671999297,True,True,,,True,96.83856040609965
3865,0.4,79.62,3.0,34.114,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,79.62,79.62,False,False,3.0,3.0,False,False,34.114,34.114,False,True,,,True,101.58890750240263
3866,0.7,,3.0,33.833,,0,1,0,0,1,0,0,False,0.7,0.7,False,True,83.23499999999999,83.23499999999999,True,False,3.0,3.0,False,False,33.833,33.833,False,True,,,True,103.5572917794182
3867,15.2,86.85,0.0,35.45,,0,0,0,0,1,0,0,False,15.2,15.2,False,False,86.85,86.85,False,False,0.0,0.0,False,False,35.45,35.45,False,True,,,True,119.61811854873305
3868,0.2,84.6,2.0,32.503,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,84.6,84.6,False,False,2.0,2.0,False,False,32.503,32.503,False,True,,,True,100.07421333130479
3869,0.2,86.08,1.0,30.436,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,86.08,86.08,False,False,1.0,1.0,False,False,30.436,30.436,False,True,,,True,96.5823262800015
3870,0.1,84.99,1.0,32.376,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,84.99,84.99,False,False,1.0,1.0,False,False,32.376,32.376,False,True,,,True,97.8142191074535
3871,0.1,82.27,1.0,34.451,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,82.27,82.27,False,False,1.0,1.0,False,False,34.451,34.451,False,True,,,True,98.47853180550545
3872,0.5,82.67,2.0,29.497,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,82.67,82.67,False,False,2.0,2.0,False,False,29.497,29.497,False,True,,,True,96.50633604897331
3873,0.0,80.33,4.0,32.254,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.33,80.33,False,False,4.0,4.0,False,False,32.254,32.254,False,True,,,True,101.78053595232511
3874,0.4,80.04,0.0,35.736,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,80.04,80.04,False,False,0.0,0.0,False,False,35.736,35.736,False,True,,,True,96.80717724946172
3875,0.3,79.32,0.0,33.824,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,79.32,79.32,False,False,0.0,0.0,False,False,33.824,33.824,False,True,,,True,94.41210576078429
3876,0.5,80.36,1.0,35.914,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,80.36,80.36,False,False,1.0,1.0,False,False,35.914,35.914,False,True,,,True,99.48090043931529
3877,0.9,79.87,1.0,32.806,,0,0,0,0,1,0,0,False,0.9,0.9,False,False,79.87,79.87,False,False,1.0,1.0,False,False,32.806,32.806,False,True,,,True,96.68111017287622
3878,0.9,78.16,2.0,30.122,,0,0,0,0,1,0,0,False,0.9,0.9,False,False,78.16,78.16,False,False,2.0,2.0,False,False,30.122,30.122,False,True,,,True,95.34844739954929
3879,0.1,75.15,1.0,28.143,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,75.15,75.15,False,False,1.0,1.0,False,False,28.143,28.143,False,True,,,True,88.58683852645717
3880,0.0,75.18,2.0,33.667,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,75.18,75.18,False,False,2.0,2.0,False,False,33.667,33.667,False,True,,,True,96.14357199255502
3881,22.4,85.33,1.0,39.052,,0,0,0,0,1,0,0,False,22.4,22.4,False,False,85.33,85.33,False,False,1.0,1.0,False,False,39.052,39.052,False,True,,,True,134.1505906126528
3882,0.0,84.41,1.0,34.158,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,84.41,84.41,False,False,1.0,1.0,False,False,34.158,34.158,False,True,,,True,99.1504706674495
3883,5.4,87.42,1.0,33.038,,0,0,0,0,1,0,0,False,5.4,5.4,False,False,87.42,87.42,False,False,1.0,1.0,False,False,33.038,33.038,False,True,,,True,106.73586554749575
3884,0.7,84.32,0.0,35.93,,0,0,0,0,1,0,0,False,0.7,0.7,False,False,84.32,84.32,False,False,0.0,0.0,False,False,35.93,35.93,False,True,,,True,99.58633429104542
3885,0.8,83.09,0.0,32.731,,0,0,0,0,1,0,0,False,0.8,0.8,False,False,83.09,83.09,False,False,0.0,0.0,False,False,32.731,32.731,False,True,,,True,95.92032742235287
3886,0.0,82.84,0.0,32.113,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,82.84,82.84,False,False,0.0,0.0,False,False,32.113,32.113,False,True,,,True,94.12014354112263
3887,0.0,79.22,1.0,36.43,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,79.22,79.22,False,False,1.0,1.0,False,False,36.43,36.43,False,True,,,True,98.7464192109512
3888,0.0,80.17,0.0,36.094,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.17,80.17,False,False,0.0,0.0,False,False,36.094,36.094,False,True,,,True,96.69833896505249
3889,1.4,80.96,2.0,31.616,,0,0,0,0,1,0,0,False,1.4,1.4,False,False,80.96,80.96,False,False,2.0,2.0,False,False,31.616,31.616,False,True,,,True,98.9234457372239
3890,1.1,78.36,3.0,32.483,,0,0,0,0,1,0,0,False,1.1,1.1,False,False,78.36,78.36,False,False,3.0,3.0,False,False,32.483,32.483,False,True,,,True,100.25602187540551
3891,0.0,78.8,1.0,33.485,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,78.8,78.8,False,False,1.0,1.0,False,False,33.485,33.485,False,True,,,True,95.6139078359659
3892,0.1,76.08,1.0,28.344,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,76.08,76.08,False,False,1.0,1.0,False,False,28.344,28.344,False,True,,,True,89.26171652437651
3893,0.1,77.55,1.0,33.58,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,77.55,77.55,False,False,1.0,1.0,False,False,33.58,33.58,False,True,,,True,95.20108909634287
3894,0.4,75.42,2.0,30.784,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,75.42,75.42,False,False,2.0,2.0,False,False,30.784,30.784,False,True,,,True,93.94012636665559
3895,0.3,73.82,0.0,28.328,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,73.82,73.82,False,False,0.0,0.0,False,False,28.328,28.328,False,True,,,True,86.15358946657801
3896,0.5,73.71,0.0,28.267,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,73.71,73.71,False,False,0.0,0.0,False,False,28.267,28.267,False,True,,,True,86.30189324820671
3897,0.0,73.3,1.0,29.839,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,73.3,73.3,False,False,1.0,1.0,False,False,29.839,29.839,False,True,,,True,89.18821652349915
3898,0.0,72.82,3.0,26.25,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,72.82,72.82,False,False,3.0,3.0,False,False,26.25,26.25,False,True,,,True,89.78934013901487
3899,10.7,74.01,1.0,35.8,,0,0,0,0,1,0,0,False,10.7,10.7,False,False,74.01,74.01,False,False,1.0,1.0,False,False,35.8,35.8,False,True,,,True,109.63502075136861
3900,0.0,76.71,3.0,34.728,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.71,76.71,False,False,3.0,3.0,False,False,34.728,34.728,False,True,,,True,100.17857226257132
3901,0.0,74.53,1.0,29.97,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.53,74.53,False,False,1.0,1.0,False,False,29.97,29.97,False,True,,,True,89.94721020647232
3902,0.0,75.12,0.0,30.329,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,75.12,75.12,False,False,0.0,0.0,False,False,30.329,30.329,False,True,,,True,88.40351874058624
3903,,73.85,1.0,32.179,,1,0,0,0,1,0,0,True,0.0,0.0,True,False,73.85,73.85,False,False,1.0,1.0,False,False,32.179,32.179,False,True,,,True,91.78784644876113
3904,0.6,72.47,0.0,26.951,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,72.47,72.47,False,False,0.0,0.0,False,False,26.951,26.951,False,True,,,True,84.4962894687465
3905,0.4,71.75,1.0,32.832,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,71.75,71.75,False,False,1.0,1.0,False,False,32.832,32.832,False,True,,,True,91.89053993641554
3906,0.0,73.52,3.0,29.615,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,73.52,73.52,False,False,3.0,3.0,False,False,29.615,29.615,False,True,,,True,93.48118708553018
3907,0.4,71.61,3.0,29.867,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,71.61,71.61,False,False,3.0,3.0,False,False,29.867,29.867,False,True,,,True,93.28379839345537
3908,11.7,77.99,0.0,33.624,,0,0,0,0,1,0,0,False,11.7,11.7,False,False,77.99,77.99,False,False,0.0,0.0,False,False,33.624,33.624,False,True,,,True,108.63906881621577
3909,0.0,76.81,3.0,35.129,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.81,76.81,False,False,3.0,3.0,False,False,35.129,35.129,False,True,,,True,100.62700473448196
3910,0.2,75.05,1.0,31.975,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,75.05,75.05,False,False,1.0,1.0,False,False,31.975,31.975,False,True,,,True,92.46461189135707
3911,4.7,79.35,1.0,35.789,,0,0,0,0,1,0,0,False,4.7,4.7,False,False,79.35,79.35,False,False,1.0,1.0,False,False,35.789,35.789,False,True,,,True,104.4055663392117
3912,0.3,77.91,2.0,31.039,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,77.91,77.91,False,False,2.0,2.0,False,False,31.039,31.039,False,True,,,True,95.33402116575809
3913,0.0,77.52,2.0,35.109,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,77.52,77.52,False,False,2.0,2.0,False,False,35.109,35.109,False,True,,,True,98.76921815419006
3914,0.0,76.23,2.0,29.017,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.23,76.23,False,False,2.0,2.0,False,False,29.017,29.017,False,True,,,True,92.0738720012906
3915,,74.18,1.0,32.196,,1,0,0,0,1,0,0,True,0.3,0.3,True,False,74.18,74.18,False,False,1.0,1.0,False,False,32.196,32.196,False,True,,,True,92.37101343176441
3916,0.6,73.21,2.0,,,0,0,0,1,1,0,0,False,0.6,0.6,False,False,73.21,73.21,False,False,2.0,2.0,False,True,32.69678521909859,32.69678521909859,True,True,,,True,94.96963041620472
3917,7.2,76.27,1.0,32.865,,0,0,0,0,1,0,0,False,7.2,7.2,False,False,76.27,76.27,False,False,1.0,1.0,False,False,32.865,32.865,False,True,,,True,103.24573312207383
3918,0.3,76.58,1.0,30.633,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,76.58,76.58,False,False,1.0,1.0,False,False,30.633,30.633,False,True,,,True,92.05025055723023
3919,0.5,75.87,1.0,31.909,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,75.87,75.87,False,False,1.0,1.0,False,False,31.909,31.909,False,True,,,True,93.2162102677471
3920,,74.4,4.0,32.066,,1,0,0,0,1,0,0,True,0.15,0.15,True,False,74.4,74.4,False,False,4.0,4.0,False,False,32.066,32.066,False,True,,,True,98.75952980981177
3921,0.0,73.38,2.0,36.683,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,73.38,73.38,False,False,2.0,2.0,False,False,36.683,36.683,False,True,,,True,98.21077715390554
3922,0.0,74.72,1.0,28.284,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.72,74.72,False,False,1.0,1.0,False,False,28.284,28.284,False,True,,,True,88.37405770158888
3923,0.0,72.93,3.0,32.289,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,72.93,72.93,False,False,3.0,3.0,False,False,32.289,32.289,False,True,,,True,95.82854610961915
3924,0.0,74.15,2.0,32.123,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.15,74.15,False,False,2.0,2.0,False,False,32.123,32.123,False,True,,,True,94.08700685634741
3925,7.1,77.37,2.0,33.004,,0,0,0,0,1,0,0,False,7.1,7.1,False,False,77.37,77.37,False,False,2.0,2.0,False,False,33.004,33.004,False,True,,,True,106.01482123987637
3926,7.3,81.91,0.0,36.147,,0,0,0,0,1,0,0,False,7.3,7.3,False,False,81.91,81.91,False,False,0.0,0.0,False,False,36.147,36.147,False,True,,,True,107.31375055756871
3927,0.3,79.73,3.0,31.992,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,79.73,79.73,False,False,3.0,3.0,False,False,31.992,31.992,False,True,,,True,99.41037437767048
3928,0.0,79.13,2.0,29.713,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,79.13,79.13,False,False,2.0,2.0,False,False,29.713,29.713,False,True,,,True,94.24691340272138
3929,0.0,75.64,0.0,31.398,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,75.64,75.64,False,False,0.0,0.0,False,False,31.398,31.398,False,True,,,True,89.72860178563302
3930,0.0,,3.0,31.421,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,74.95415425650145,74.95415425650145,True,False,3.0,3.0,False,False,31.421,31.421,False,True,,,True,96.00406608172574
3931,2.4,74.68,0.0,31.372,,0,0,0,0,1,0,0,False,2.4,2.4,False,False,74.68,74.68,False,False,0.0,0.0,False,False,31.372,31.372,False,True,,,True,92.39185179025512
3932,0.0,74.62,0.0,28.641,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.62,74.62,False,False,0.0,0.0,False,False,28.641,28.641,False,True,,,True,86.47541341844467
3933,2.6,74.65,3.0,30.393,,0,0,0,0,1,0,0,False,2.6,2.6,False,False,74.65,74.65,False,False,3.0,3.0,False,False,30.393,30.393,False,True,,,True,98.27512639992214
3934,0.0,74.39,1.0,25.466,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.39,74.39,False,False,1.0,1.0,False,False,25.466,25.466,False,True,,,True,85.41340703065889
3935,0.1,75.81,0.0,31.92,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,75.81,75.81,False,False,0.0,0.0,False,False,31.92,31.92,False,True,,,True,90.46522374507688
3936,0.0,74.2,0.0,27.651,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.2,74.2,False,False,0.0,0.0,False,False,27.651,27.651,False,True,,,True,85.2797522268652
3937,0.0,74.24,2.0,31.368,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.24,74.24,False,False,2.0,2.0,False,False,31.368,31.368,False,True,,,True,93.3850558664058
3938,0.0,75.11,2.0,25.837,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,75.11,75.11,False,False,2.0,2.0,False,False,25.837,25.837,False,True,,,True,88.35045540565201
3939,14.3,79.42,1.0,,,0,0,0,1,1,0,0,False,14.3,14.3,False,False,79.42,79.42,False,False,1.0,1.0,False,True,31.4805,31.4805,True,True,,,True,112.89327124891041
3940,0.1,79.1,2.0,37.124,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,79.1,79.1,False,False,2.0,2.0,False,False,37.124,37.124,False,True,,,True,101.70626876134874
3941,0.2,78.22,1.0,33.295,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,78.22,78.22,False,False,1.0,1.0,False,False,33.295,33.295,False,True,,,True,95.39397944309579
3942,0.3,,0.0,30.207,,0,1,0,0,1,0,0,False,0.3,0.3,False,True,77.4519760479042,77.4519760479042,True,False,0.0,0.0,False,False,30.207,30.207,False,True,,,True,89.87309248693087
3943,0.0,76.46,2.0,29.419,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.46,76.46,False,False,2.0,2.0,False,False,29.419,29.419,False,True,,,True,92.58979704452338
3944,0.0,74.22,2.0,30.068,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,74.22,74.22,False,False,2.0,2.0,False,False,30.068,30.068,False,True,,,True,92.0868937435232
3945,0.0,72.56,2.0,29.828,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,72.56,72.56,False,False,2.0,2.0,False,False,29.828,29.828,False,True,,,True,90.99994431944454
3946,0.0,73.64,3.0,31.621,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,73.64,73.64,False,False,3.0,3.0,False,False,31.621,31.621,False,True,,,True,95.52995012325886
3947,0.6,71.96,1.0,29.331,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,71.96,71.96,False,False,1.0,1.0,False,False,29.331,29.331,False,True,,,True,88.79447684234624
3948,0.5,72.78,2.0,28.783,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,72.78,72.78,False,False,2.0,2.0,False,False,28.783,28.783,False,True,,,True,90.73970816152448
3949,0.1,70.34,1.0,27.279,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,70.34,70.34,False,False,1.0,1.0,False,False,27.279,27.279,False,True,,,True,85.27029108488959
3950,19.5,81.33,2.0,38.06,,0,0,0,0,1,0,0,False,19.5,19.5,False,False,81.33,81.33,False,False,2.0,2.0,False,False,38.06,38.06,False,True,,,True,129.48014397983454
3951,0.0,78.97,2.0,32.669,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,78.97,78.97,False,False,2.0,2.0,False,False,32.669,32.669,False,True,,,True,97.09362207161364
3952,0.0,79.45,1.0,29.863,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,79.45,79.45,False,False,1.0,1.0,False,False,29.863,29.863,False,True,,,True,92.35804301216082
3953,4.3,81.41,1.0,32.614,,0,0,0,0,1,0,0,False,4.3,4.3,False,False,81.41,81.41,False,False,1.0,1.0,False,False,32.614,32.614,False,True,,,True,101.78382446988704
3954,0.0,79.02,1.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,79.02,79.02,False,False,1.0,1.0,False,True,31.373,31.373,True,True,,,True,93.634056809129
3955,0.2,79.66,2.0,30.132,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,79.66,79.66,False,False,2.0,2.0,False,False,30.132,30.132,False,True,,,True,95.19815471165845
3956,0.0,76.9,1.0,34.616,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.9,76.9,False,False,1.0,1.0,False,False,34.616,34.616,False,True,,,True,95.76245767518877
3957,0.7,76.28,,32.596,,0,0,1,0,1,0,0,False,0.7,0.7,False,False,76.28,76.28,False,True,2.0,2.0,True,False,32.596,32.596,False,True,,,True,96.57275188782923
3958,0.0,76.94,2.0,32.233,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,76.94,76.94,False,False,2.0,2.0,False,False,32.233,32.233,False,True,,,True,95.623217760377
3959,0.5,75.03,2.0,28.128,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,75.03,75.03,False,False,2.0,2.0,False,False,28.128,28.128,False,True,,,True,91.24178269260318
3960,0.3,72.21,0.0,30.581,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,72.21,72.21,False,False,0.0,0.0,False,False,30.581,30.581,False,True,,,True,87.56207318150217
3961,,71.17,1.0,30.564,,1,0,0,0,1,0,0,True,0.4,0.4,True,False,71.17,71.17,False,False,1.0,1.0,False,False,30.564,30.564,False,True,,,True,89.34689499606066
3962,3.0,73.77,1.0,29.072,,0,0,0,0,1,0,0,False,3.0,3.0,False,False,73.77,73.77,False,False,1.0,1.0,False,False,29.072,29.072,False,True,,,True,92.64389103758815
3963,0.0,71.27,2.0,30.608,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,71.27,71.27,False,False,2.0,2.0,False,False,30.608,30.608,False,True,,,True,91.1127999365527
3964,0.6,71.21,,27.605,,0,0,1,0,1,0,0,False,0.6,0.6,False,False,71.21,71.21,False,True,1.0,1.0,True,False,27.605,27.605,False,True,,,True,86.70083612144853
3965,,69.15,4.0,27.607,,1,0,0,0,1,0,0,True,0.6499999999999999,0.6499999999999999,True,False,69.15,69.15,False,False,4.0,4.0,False,False,27.607,27.607,False,True,,,True,92.31879508124696
3966,0.7,69.6,1.0,27.521,,0,0,0,0,1,0,0,False,0.7,0.7,False,False,69.6,69.6,False,False,1.0,1.0,False,False,27.521,27.521,False,True,,,True,85.92652019749198
3967,9.3,74.24,0.0,33.922,,0,0,0,0,1,0,0,False,9.3,9.3,False,False,74.24,74.24,False,False,0.0,0.0,False,False,33.922,33.922,False,True,,,True,103.83588025360082
3968,0.4,73.22,0.0,28.24,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,73.22,73.22,False,False,0.0,0.0,False,False,28.24,28.24,False,True,,,True,85.89197893677274
3969,6.6,74.17,2.0,31.338,,0,0,0,0,1,0,0,False,6.6,6.6,False,False,74.17,74.17,False,False,2.0,2.0,False,False,31.338,31.338,False,True,,,True,102.06479862204625
3970,0.1,74.64,2.0,31.746,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,74.64,74.64,False,False,2.0,2.0,False,False,31.746,31.746,False,True,,,True,94.09667182041771
3971,8.3,77.92,2.0,31.266,,0,0,0,0,1,0,0,False,8.3,8.3,False,False,77.92,77.92,False,False,2.0,2.0,False,False,31.266,31.266,False,True,,,True,106.16436009985095
3972,6.9,80.95,0.0,37.751,,0,0,0,0,1,0,0,False,6.9,6.9,False,False,80.95,80.95,False,False,0.0,0.0,False,False,37.751,37.751,False,True,,,True,107.88175218875678
3973,0.0,80.62,3.0,31.424,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,80.62,80.62,False,False,3.0,3.0,False,False,31.424,31.424,False,True,,,True,98.90541709759597
3974,0.0,,2.0,32.787,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,80.256362262884,80.256362262884,True,False,2.0,2.0,False,False,32.787,32.787,False,True,,,True,97.86856871344517
